id,image,title,date,location,beds,description,price,currency
1630119355,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/f1/f1838f78-8e00-42c9-96a6-401add87b41c?rule=kijijica-200-jpg,"Large 3 bed available ~ ,close to the DVP",08/09/2022,Toronto,3,"75 Thorncliffe Park Drive (East York) Thorncliffe Park Dr. & Overlea Blvd. Monthly rent: Starting from $2997 Utilities: Heat and water included, hydro extra Parking: $130 per month/indoor or $90 per ...",2997.0,$
1631277619,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a4/a442ffac-1be0-4ddb-adda-c0acd6d113ff?rule=kijijica-200-jpg,Bachelor in heart of Old East York!,08/09/2022,East York,Bachelor/Studio,2893-2897 St. Clair Ave E O'Connor Dr/St. Clair Ave E *Please note that the suite photos in the listing are for illustrative purposes only. Suite finishes may vary by availability and suite type. ...,1673.0,$
1615005758,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a4/a4bb6e2d-b537-4c5b-aab4-d381709ef890?rule=kijijica-200-jpg,"Brand New Renovated 1 Bedroom - Walk to GO Train, Lake, Parks!",08/09/2022,Toronto,1,"90, 92 James & 25 Villa Rd. James St. & Forty Second St. Monthly rent: Starting from $2229/month Utilities: Heat included, hydro and water extra Parking: $110/month Suite Features: Thorough cleaning ...",2229.0,$
1594815398,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/08/084b4942-82f1-443c-8367-071f07672257?rule=kijijica-200-jpg,Bachelor with high end finishes ~Close to O’Connor and St. Clair,08/09/2022,East York,Bachelor/Studio,"5, 7 & 9 Stag Hill Drive (East York) O'Connor Dr. & St. Clair Ave E. Monthly rent: Starting from $1760/month Utilities: Heat included, hydro and water extra Parking: $100 per month/outdoor To view ... Book your virtual showing now! Please call for more details.",1760.0,$
1632175738,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/8d/8d3e5c20-6bfa-42c0-b222-c846c66c616c?rule=kijijica-200-jpg,Large 1 Bedroom with luxurious finishes ~ O'Connor & St. Clair!,08/09/2022,East York,1,"5, 7 & 9 Stag Hill Drive (East York) O'Connor Dr. & St. Clair Ave E. Monthly rent: Starting from $1,999 Utilities: Heat and water included, hydro extra Parking: $100 per month/outdoor Suite Features: ... Book your virtual showing now! Please call for more details.",1999.0,$
1632175632,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/43/434d9a11-1a15-4b2a-9e1d-605b476f914d?rule=kijijica-200-jpg,GORGEOUS 1 BEDROOM! Close to the lake + GO Station,08/09/2022,Etobicoke,1,"55 Forty Second St., Etobicoke Lake Shore Blvd. W & Forty Second St. Monthly rent: Starting from $1945/month Utilities: Heat included, hydro and water extra Parking: $130 per month/indoor OR $100 per ...",1945.0,$
1619543504,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a1/a12a2a73-abd4-4b76-a384-2db28ea12ca6?rule=kijijica-200-jpg,2 Bedroom on Quiet Residential Street ~ Brand New Renovations!,08/09/2022,East York,2,"5, 7 & 9 Stag Hill Drive (East York) O'Connor Dr. & St. Clair Ave E. Monthly rent: Starting from $2444 Utilities: Heat included, hydro and water extra Parking: $100 per month/outdoor Suite Features: ... Book your virtual showing now! Please call for more details.",2444.0,$
1622256445,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b1/b1225f9c-1f2e-4fce-8649-c5809ff860a9?rule=kijijica-200-jpg,Mid-Town Yonge and St Clair Upscale 1 Bedroom (Air Condition),08/09/2022,Toronto,1,"1 Bedroom with 650 sqft. starting at $1,949.00! Check out our website! www.commonwealthtowers.ca CALL , TEXT OR EMAIL TODAY TO BOOK A VIEWING! 416-825-8894 rentyph@outlook.com Upscale Rental Living ...",2039.0,$
1610877454,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/97/97531274-435f-4ee9-9646-418555863314?rule=kijijica-200-jpg,"Scarborough 2 Bedroom Apartment for Rent - 3895 Lawrence Avenue,",08/09/2022,Scarborough,2,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.Virtual Open House: View our units by clicking the virtual tour ...",2279.0,$
1606607669,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b9/b952ce18-53fc-4464-9174-a4572893dbc7?rule=kijijica-200-jpg,Etobicoke 1 Bedroom Apartment for Rent - 40 Stevenson Road,08/09/2022,Etobicoke,1,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 237-8128Virtual Open House: View our units by clicking ...",2149.0,$
1568954894,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/c8/c8ede1b6-ddd7-4d90-a1fd-7ed43276fc68?rule=kijijica-200-jpg,Etobicoke 2 Bedroom Apartment for Rent - 40 Stevenson Road,08/09/2022,Etobicoke,2,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (437) 237-8128Virtual Open House: View our units by clicking ...",2449.0,$
1631152679,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/65/65c098a0-d7a5-427a-b9e3-3238b296c815?rule=kijijica-200-jpg,"Bachelor available at 77 Huntley Street, Toronto",08/09/2022,Toronto,Bachelor/Studio,"Visit our Website: https://www.rpmsi.ca/property/huntley-apartments-77-huntley/ Come experience the Huntley Apartments. Featuring balconies and other upgrades, and only steps away from Sherbourne ...",1675.0,$
1505788256,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/27/27924643-a22c-43d3-ac03-4028f3de06ac?rule=kijijica-200-jpg,Downtown 2 Bedroom Apartment for Rent - 201 Sherbourne Street,08/09/2022,Toronto,2,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing. (647) 699-1574Virtual Open House: View our units by clicking ...",2575.0,$
1533904381,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/49/491f8d2f-ec8d-4f96-8734-2ed435902357?rule=kijijica-200-jpg,Downtown 2 Bedrooms Apartment for Rent - 191 Sherbourne Street,08/09/2022,City of Toronto,2,"Current Promotions View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.(289) 277 7008Virtual Open House: View our units by clicking ... Beatifully renovated large apartments for rent Dowtown Toronto",2575.0,$
1630927276,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/9b/9b6a9fbe-e7dc-43dc-8f44-7e7f45308c7c?rule=kijijica-200-jpg,NEW ALL INCLUSIVE BASEMENT FOR RENT IN SCARBOROUGH-,08/09/2022,Toronto,2,"NEW ALL INCLUSIVE BASEMENT FOR RENT IN SCARBOROUGH- New All Inclusive2 Bedroom Basement Apt. With Separate Entrance. Laminate Floors, Pot lights, Large windows, 3 Piece Bath, En-suite Washer and ...",2199.0,$
1632222478,,"For Rent in Trendy 1606-51 East Liberty Village, Toronto",08/09/2022,Toronto,2 + Den,"2 BR, Den, +2 bath",3500.0,$
1617770918,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ed/ed8de802-dea5-4cff-ab01-d61d5e6f6eba?rule=kijijica-200-jpg,Torbolton TownHouse - 3 Bedroom plus Den Townhouse Townhome for,08/09/2022,City of Toronto,3 + Den,SPECIAL LIMITED TIME OFFER Torbolton Townhouse offers immaculate grounds and convenient access to highway 401.TTC transportation at your doorstep. Torbolton Townhouse is conveniently located property ...,2900.0,$
1628969809,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/43/43eeb60c-34d7-4f86-b5f2-5c8110ae0fac?rule=kijijica-200-jpg,Grange Apartments - 3 bedroom Apartment for Rent,08/09/2022,Toronto,3,"SPECIAL LIMITED TIME OFFER the City, close to the Downtown core. We're a walker's paradise with an awesome Walkscore rating of 98 out of 100! Our units have great features like hardwood and ceramic ... SPACIOUS APARTMENTS CLOSE TO KENSINGTON MARKET",2700.0,$
1628969811,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/76/761f336b-63e2-4b89-8e03-ff8454f28101?rule=kijijica-200-jpg,Grange Apartments - 2 Bedroom Apartment for Rent,08/09/2022,Toronto,2,"SPECIAL LIMITED TIME OFFER the City, close to the Downtown core. We're a walker's paradise with an awesome Walkscore rating of 98 out of 100! Our units have great features like hardwood and ceramic ... SPACIOUS APARTMENTS CLOSE TO KENSINGTON MARKET",2200.0,$
1627088350,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/b9/b9d5ee40-3874-4582-b501-4e3d24d37d14?rule=kijijica-200-jpg,Bansley Apartments - Bachelor Apartment for Rent,08/09/2022,City of Toronto,Bachelor/Studio,"Bansley Apartments offer a clean, quiet and well-maintained rental building, this midtown low-rise offers bachelor and one-bedroom apartments. Midtown is favoured because it offers easy access to the ...",1500.0,$
1632222091,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/a2/a2827d1c-cece-4ee6-905a-ec3483651652?rule=kijijica-200-jpg,Basement Unit in Scarborough For Rent,08/09/2022,Toronto,2,"Beautiful renovated basement unit available for rent. Two bedrooms, kitchen and bathroom. Owner is also having it furnished. Utilities will be 40%. Internet available at an extra cost. Owner is also ...",2000.0,$
1632221866,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7b/7be8ea86-232e-4839-b43a-8a02119b1bb5?rule=kijijica-200-jpg,Sep24/Downtown Toronto Cityplace/ 1br+1den + parking + utilities,08/09/2022,City of Toronto,1 + Den,Sep24/Downtown Toronto Cityplace/ 1br+1den + parking + utilities Downtown Toronto living at cityplace. Please see the virtual tour here. https://youtu.be/9YuLtqRgjMQ,2600.0,$
1632221430,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/b1/b16902c0-26cc-429c-93b4-d53efe1d01bf?rule=kijijica-200-jpg,One bedroom basement apartment,08/09/2022,Toronto,1,"One bed, one bath spacious apartment",1500.0,$
1632220604,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/18/1857de3b-d786-4463-9fcb-aebf2f8db06c?rule=kijijica-200-jpg,"Condos, Houses, Townhouses For Rent",08/09/2022,Toronto,2,"Lots of Condos, Houses and Townhouses for rent in Mississauga, Etobicoke, High Park and West Toronto. I can help you to find nice and clean apartments for rent. Don't waste your time any more for ...",,
1609117849,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a8/a85e2f36-ac65-4f72-843c-82ac0b4f085b?rule=kijijica-200-jpg,AMAZING 2 BDRM APT IN GREAT BUILDING (East York),06/09/2022,City of Toronto,2,"This charming Two Bedroom apartment is beautifully renovated and close to all amenities (i.e. shopping, banks, hospitals, parks, places of worship, schools, etc.). The building now has new laundry ...",1799.0,$
1631706010,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/7d/7d8e8195-ce7f-417e-b2f4-6f00fe17cf12?rule=kijijica-200-jpg,Large open and airy fully furnished loft in Leslieville.,Yesterday,City of Toronto,1,"Kick back and relax in this calming, stylish space. This space is my home and was designed to bring you peace and clarity. Two story loft with cloud sofa and memory foam king mattress. 500 square ...",5495.0,$
1620782726,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/2c/2ca35d03-78ab-46ff-b9be-8921f6778042?rule=kijijica-200-jpg,North York 2 Bedroom Apartment for Rent,08/09/2022,City of Toronto,2,"Join us for our Open House Every Saturday from 11:00 - 1:00pm To view our property from the comfort of your own home, click the virtual tour link above! Virtual tours are for illustrative purposes ... Enjoy Condo Living Without the Fees",2345.0,$
1625489341,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/16/167f9cc9-9c85-4c5a-aca5-b019d71763b7?rule=kijijica-200-jpg,Buy Condo with Zero Down near Lawrence / Kingston -RENT TO OWN,15/08/2022,City of Toronto,3,"For Sale - BUY THIS CONDO WITH ZERO DOWN OR 5% DOWN PAYMENT PROGRAM Welcome To Very Spacious Apartment With 3 Bedrooms And A Large Living Room. Well Maintained Condo Apartment, Newly Painted & ...",,
1630407999,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/ee/ee94b69c-b9b9-4b06-85e9-e23467754a19?rule=kijijica-200-jpg,Luxury Two Bedroom Apartment in Bloor West - Swansea,08/09/2022,Toronto,2,"Gorgeous, renovated luxury apartment in prime Swansea location! Stunning kitchen features extra-depth quartz counters, stainless appliances (including dishwasher and built-in venting microwave) and ...",2695.0,$
1629348058,https://media.kijiji.ca/api/v1/ca-prod-fsbo-ads/images/c5/c586b9ff-bf37-47e0-aa5c-656aad1fe088?rule=kijijica-200-jpg,Renovated 2 BR Unit in Prime Junction Area w/ Laundry,08/09/2022,Toronto,2,"Rarely offered 2 br 1 bathroom unit in 3 storey building at High Park Ave and Dundas St W. Absolutely prime junction location close to transit, grocery stores, local shops, cafes, restaurants, bars, ...",2350.0,$
1627845120,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/00/003713bd-f7fe-4e45-a9d1-34e4794373fe?rule=kijijica-200-jpg,1 Bedroom East York (St. Clair & Victoria Park Ave),08/09/2022,East York,1,2892 St. Clair Ave E O'Connor Dr/St. Clair Ave E *Please note that the suite photos in the listing are for illustrative purposes only. Suite finishes may vary by availability and suite type. Monthly ...,1948.0,$
1631276726,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/3b/3b477417-9129-4b92-a153-5610a6539720?rule=kijijica-200-jpg,Fully Renovated 1 Bedroom near HWY 401!,08/09/2022,Toronto,1,"2450 & 2460 Weston Road (Toronto) Weston Rd. & HWY 401 Monthly rent: Starting from $2023/month Utilities: Heat and water included, hydro extra Parking: $125 per month/indoor and outdoor (based on ...",2023.0,$
1620781843,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/d2/d2f0d9a3-a942-41d1-abbe-1d2cd5031cb4?rule=kijijica-200-jpg,Fully Upgraded 3 Bedroom Townhouse - Perfect home for families!,08/09/2022,City of Toronto,3,2029-2055 Victoria Park Avenue Victoria Park Ave. & Ellesmere Rd. Monthly rent: Starting from $3599 Parking: $130 per month/outdoor Suite Features: Thorough cleaning of every suite before move in ...,3599.0,$
1620781959,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/98/9836867d-df03-46cd-9827-58b4e369d306?rule=kijijica-200-jpg,Newly Renovated 2 Bedroom ~ North York ~ Jane and Yorkwoods,08/09/2022,City of Toronto,2,2801 Jane St. Jane St. & Finch Ave W. Rent: Starting from $2345/month Utilities:Heat included Parking: $95 per month/indoor OR $85 per month/outdoor To view our property from the comfort of your own ...,2345.0,$
1535173371,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/0b/0bd674e0-9324-444a-aad2-9807d13f19e8?rule=kijijica-200-jpg,Newly Renovated 1 Bedroom ~ near 401! Spacious units!,08/09/2022,Toronto,1,"2240 Weston Road (Toronto) Weston Rd. & HWY 401 Monthly rent: Starting from $1952/month Utilities: Heat and water included, hydro extra Parking: $115 per month/indoor To view our property from the ...",1952.0,$
1505791905,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/a7/a7200ea3-ff9f-4d45-8871-eeaabe52e60b?rule=kijijica-200-jpg,LARGE Fully Renovated 2 Bedroom near HWY 401!,08/09/2022,Toronto,2,"2450 & 2460 Weston Road (Toronto) Weston Rd. & HWY 401 Monthly rent: Starting from $2343/month Utilities: Heat and water included, hydro extra Parking: $125 per month/indoor and outdoor (based on ...",2343.0,$
1622576198,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ae/ae78252a-543e-4b99-834a-b6d9dd8adec5?rule=kijijica-200-jpg,Brand New Renovated 1 Bedroom!,08/09/2022,North York,1,"4500 Jane St Rent: Starting from: $1979/month Utilities: Heat included Parking: Outdoor: $100/month, Indoor: $130/month To view our property from the comfort of your own home, click here for a ...",1979.0,$
1628349627,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/58/58e90071-e1dc-4d8f-b196-bc1ca1ae0636?rule=kijijica-200-jpg,Newly Renovated 1 Bedroom (HWY 401 & DVP),08/09/2022,City of Toronto,1,"67 & 70 Parkwoods Village Dr., Toronto Victoria Park Ave. & Parkwoods Village Dr. Monthly rent: Starting from $1926/month Utilities: Heat included, hydro and water extra Parking:$125 per ...",1926.0,$
1626968899,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/9c/9c081ba9-1409-44cf-814d-e1646c30b9ab?rule=kijijica-200-jpg,EAST YORK Reno 1 BR by Broadview,08/09/2022,Toronto,1,"65 Hillside Dr., Toronto Broadview Ave. & OConnor Dr. Monthly rent: Starting from $1960/month Utilities: Heat included, hydro water extra Parking: $103 per month/outdoor To view our property from the ...",1960.0,$
1523036055,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/52/5238ec2b-dfd1-4b9e-80b8-7971298940d1?rule=kijijica-200-jpg,Newly Renovated 1 Bedroom ~ East York/near DVP,08/09/2022,Toronto,1,"71 Thorncliffe Park Drive (East York) Thorncliffe Park Dr. & Overlea Blvd. Monthly rent: Starting from $1973/month Utilities: Heat and water included, hydro extra Parking: $130 per month/indoor or ...",1973.0,$
1623467593,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/ee/ee72898a-08df-4048-9054-ceca74ff2f32?rule=kijijica-200-jpg,"2 BDRM in North York near TTC, Schools & Shopping! (York Mills)",08/09/2022,Toronto,2,"77 Parkwoods Village Dr., Toronto Victoria Park Ave. & Parkwoods Village Dr. Monthly rent: Starting from $2,493/month Utilities: Heat included, hydro and water extra Parking: $125 per month/outdoor ...",2493.0,$
1628292774,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/23/23f7cb6b-1b2c-4f60-906f-f137c009f5f6?rule=kijijica-200-jpg,Renovated 1 Bedroom ~ Low-rise in quiet community!,08/09/2022,East York,1,"338-342 Donlands Avenue (East York) O'Connor Drive & Pape Avenue Monthly rent: Starting from $1870/month Utilities: Heat included, hydro and water extra Parking: $135 per month/outdoor To view our ... Receive One Month Free on a 13 Month Lease!",1870.0,$
1632175952,https://media.kijiji.ca/api/v1/ca-prod-dealer-ads/images/e4/e449992e-cb9f-4d1b-8ef8-502e4358390f?rule=kijijica-200-jpg,Newly Renovated 2 Bedroom ~ minutes away from DVP!,08/09/2022,North York,2,"74 Curlew Drive (North York) Lawrence Ave E. & Victoria Park Ave. Monthly rent: starting from $2,499 Utilities:Heat included, hydro and water extra Parking:$135 per month/indoor or $120 per ...",2499.0,$
